meaningful_1,meaningful_2,meaningful_3,meaningful_4,unrelated_1,unrelated_2,target
-0.11406964155853527,0.05582695360714444,0.049792169879136386,-0.014760512347860286,-0.027299418482186297,-0.007287011024044925,0.16343494053315633
-0.0374925324083322,-0.059536523996769716,0.009000124446766296,0.0056535735096357505,0.0368180387023648,0.05786143686672409,3.625903359881402
-0.01548684718509271,0.062475312091340364,-0.032665408317600876,0.010558134898691753,-0.07020674503643022,-0.07882708223829384,-7.482244459740099
0.02606679622276718,0.03229559714736342,-0.07572468880829619,0.013712474772157209,0.06380659905099276,-0.06356130392786985,4.828345385273568
-0.00982502065915954,0.03554324289448602,-0.03379009714714109,-0.02644248770119062,-0.02376094388929695,0.13932039886855535,8.710039138123543
-0.018310693989988212,-0.0019102405986117415,0.02556221470015815,-0.009965579379635381,-0.005061649546958566,0.09403467572843159,5.4457576862683785
0.03200426512391116,0.01775119270394236,0.05751931757135033,0.0013957143075064536,-0.008058416336155779,0.05255328011534953,4.173769808071929
0.07421010471957312,0.008779704172975392,-0.07397739320979484,-0.0686006048386264,-0.02773339520646068,-0.012431877499912224,-5.917363211178811
0.019133812080101033,0.044966261277160385,-0.023399649405831453,-0.03018219281675385,0.06862839464204012,0.015387873292513926,9.802711256756423
0.02149171973181469,0.01704665018519559,0.05433817355864419,-0.032898812170411226,-0.06547682971767063,-0.09565844542059199,-13.299628631299289
-0.031201973082022858,-0.06125449125547896,-0.07779300369241064,0.005573389975803035,0.07406788083988995,-0.011249732909004103,2.4060946444431632
-0.04525501047710268,0.06851981076913499,-0.007126934988397272,0.041653725823691166,0.02189524950456644,0.002684448488795241,9.056837895419026
0.05142148954220214,0.04755314859115978,-0.023152849664990618,-0.0665756597108934,0.021795607311112002,0.03496213262019724,5.143043226454477
0.022036714217150526,-0.013942091642484467,0.015226862559838454,0.05439743849993006,0.001271488284292405,-0.04272497730962605,-1.5035800063610045
0.08837184954959101,-0.029329342616806663,0.08381601148629901,-0.014866121927586278,-0.12448238687534884,0.12332107049916892,-6.541428308177165
0.05224969525396916,-0.010427237700008902,-0.07553351588381116,-0.10840462453979108,-0.042129790218339624,0.002696448804203621,-9.37956693947265
-0.025593253903929265,0.023231131980248117,0.0405368561050269,-0.03227536084580795,0.019595005839001794,0.034743678886150806,4.633175759229196
-0.01886322065924188,-0.008052453715746326,0.018397440330207647,0.04013593679202194,-0.030393031573409276,0.03787666028675053,0.7507664044593496
