meaningful_1,meaningful_2,meaningful_3,meaningful_4,meaningful_5,meaningful_6,target
-1.236950710878082,0.7818228717773104,-1.3204566130842763,0.5219415656168976,0.29698467323318606,0.25988279424842353,-77.47824664024765
-0.24123605785632987,0.24333944932269183,0.3520553965142968,-1.251539424190444,1.4437646040732595,-0.045586016355497805,38.57184398712339
0.9633761292443218,-0.8206823183517105,0.4127809269364983,0.82206015999449,1.8967929826539474,1.158595579007404,304.61537235327626
-0.24032539815813503,0.7129984301723881,-0.3748208075495975,0.7109599682034915,0.44426331148603976,-1.2221278088919454,91.94682348155385
-0.02435459226098284,-0.573700003938579,2.1422703586118637,1.7275431701007113,0.4363236696740321,0.5228354880354996,272.60871233078547
-0.8895144296255233,-0.7537361643574896,-0.8158102849654383,-0.0771017094141042,0.3411519748166439,-0.2453881160028705,-158.64822009428352
1.5231240772696573,-0.8612842013282637,0.5389100436846587,-1.0372461543264564,-0.1903386780836082,0.0773683076476183,21.335628384110123
-2.025142586657607,0.6339190223180112,0.18645431476942764,-0.661786464768388,0.852433334796224,2.1439440893253257,-110.85145965531572
0.09699596499271819,-0.13014305436768459,0.5951570254369136,-0.8182206832334725,2.0923872756854602,0.3241663524884421,156.18334998831477
-0.04015795064434341,1.8009404329108156,-1.4307751021180481,0.12810441491078928,-0.6810516574748808,-0.6763923020592697,-28.53221803151378
-0.36244094140313216,-1.7397137787780996,-1.1196698946261439,-1.2946814757209058,1.1608267873785194,1.1487657003721035,-210.42436029246352
-0.2489641484790735,1.7553408424432044,0.9715709509543554,0.6453759495851475,1.3686315575323487,2.060747924881987,328.7339658430891
-0.07016571145864703,0.4591800792284367,-1.6609609335159914,0.42961821913258585,0.20768768716311115,0.8339221545489041,-20.349919678530014
0.3577873603482833,-1.142970297830623,0.5607845263682344,1.083051243175277,1.053802052034903,0.058208718445999896,177.56305597169504
-0.1087601484568576,1.5327389130025777,0.40171172209894146,0.6901439917111125,-0.40122047188583626,0.5193465142411723,134.1798185312838
0.24380071377119883,0.7083564472993533,-0.5640786307367284,-1.2803043986708944,0.8724573282801447,-1.0212328171307132,1.9380306558162204
0.10420110395187607,0.2811914239693758,-0.06259312789952241,-0.7539645888666763,-0.28067507686677406,0.7589285897867651,-59.33498464811081
-0.3216350512173826,-0.3492577043184288,2.076747983560841,0.38193545223155334,0.43004164719106963,-0.3486521344078592,140.0245474953887
-0.7303666317171367,0.6795977489346758,0.21645858958197486,0.045571839903813784,-0.6516003476058171,-0.7153037092599682,-70.42313998983614
0.7472936051232618,-0.5601810401969696,0.6103702654334648,-0.020901593964148132,0.117327383308782,-0.8289950109220723,77.41347082737107
-0.24717738252059693,-2.0417348684242906,-0.6819842479977986,-1.0016200098949155,-0.2811002928859549,0.20838280794755248,-299.8202636945547
0.3109075655980046,-0.21344715171184725,1.475356216949552,0.8576596232020194,-0.1599385299634271,-0.718444221252436,157.82229215632117
-2.038124535177854,-0.4080753730215514,-1.008086310917404,-1.8707919210258557,-0.35151348404130867,1.2012139221639448,-459.51232744437175
-0.7271371758248686,-1.5702247198904564,-0.24751863555150475,-0.07443342910004629,0.620672097550678,0.6218099622171964,-132.00792277663086
0.8696059201056602,-0.9221653241776254,1.355637858804951,0.41343490322370086,1.876795812558066,0.7569886166453519,309.0062542816929
0.07580455819372633,-0.8972543714858315,-0.6771617115121117,0.9751197334177512,-0.14705738150213865,-0.012246772846914623,-23.51191477530228
0.3840654489393073,-0.05554769889661878,-0.03269474809409311,-2.0674421000398766,-0.08912003951278841,-1.7033824393551547,-153.5812694057128
-0.03471176970524331,0.30154734233361247,-1.168678037619532,1.1428228145150205,0.7519330326867741,-0.19236096478112252,104.7510588269187
-0.5589218472715883,-1.5231869047837747,0.37721187506452086,1.5655240292343404,-0.0657502610729878,1.1950466289248425,0.6970164308592963
